Month,"Steak, sirloin","Steak, round",Round roast,Chuck roast,All Uncooked Other Beef (Excluding Veal),All uncooked ground beef,All Uncooked Beef Roasts,All Uncooked Beef Steaks,Boxed beef cutout choice,Boxed beef cutout select,"ln Steak, sirloin","ln Steak, sirloin1","dln Steak, sirloin","ln Steak, round","ln Steak, round1","dln Steak, round",ln Round roast,ln Round roast1,dln Round roast,ln Chuck roast,ln Chuck roast1,dln Chuck roast,ln All Uncooked Other Beef (Excluding Veal),ln All Uncooked Other Beef (Excluding Veal)1,dln All Uncooked Other Beef (Excluding Veal),ln All uncooked ground beef,ln All uncooked ground beef1,dln All uncooked ground beef,ln All Uncooked Beef Roasts,ln All Uncooked Beef Roasts1,dln All Uncooked Beef Roasts,ln All Uncooked Beef Steaks,ln All Uncooked Beef Steaks1,dln All Uncooked Beef Steaks,ln Boxed beef cutout choice,ln Boxed beef cutout choice1,dln Boxed beef cutout choice,ln Boxed beef cutout select,ln Boxed beef cutout select1,dln Boxed beef cutout select
2000-01,4.473,3.177,2.835,2.397,2.467,1.942,2.748,3.854,114.74,106.09,1.498059324450711,,,1.155937355287379,,,1.0420419371797154,,,0.8742179554522472,,,0.9030028375472197,,,0.6637183698691331,,,1.010873374360103,,,1.3491115699921747,,,4.742668699173725,,,4.66428779047118,,
2000-02,4.486,3.244,2.968,2.432,2.457,1.946,2.821,3.868,112.59,106.88,1.5009614360980166,1.498059324450711,0.002902111647305583,1.1768071362531665,1.155937355287379,0.0208697809657874,1.087888325305134,1.0420419371797154,0.045846388125418525,0.8887139641039206,0.8742179554522472,0.014496008651673331,0.8989410935390421,0.9030028375472197,-0.0040617440081776035,0.6657759837638133,0.6637183698691331,0.002057613894680177,1.0370914320198592,1.010873374360103,0.026218057659756155,1.352737577591048,1.3491115699921747,0.0036260075988732154,4.723752901815039,4.742668699173725,-0.018915797358686426,4.671706709788335,4.66428779047118,0.007418919317155215
2000-03,4.547,3.152,2.933,2.515,2.446,1.978,2.839,3.885,118.42,112.56,1.5144676748428734,1.5009614360980166,0.013506238744856791,1.1480371719956328,1.1768071362531665,-0.028769964257533642,1.0760257899953138,1.087888325305134,-0.011862535309820066,0.9222728035517026,0.8887139641039206,0.03355883944778204,0.8944540372649807,0.8989410935390421,-0.0044870562740613185,0.6820862332005203,0.6657759837638133,0.016310249436707003,1.0434518774908341,1.0370914320198592,0.006360445470974918,1.3571229838196106,1.352737577591048,0.004385406228562649,4.77423762710363,4.723752901815039,0.05048472528859094,4.723486412806134,4.671706709788335,0.05177970301779844
2000-04,4.646,3.222,2.954,2.489,2.473,2.005,2.867,3.95,123.45,115.4,1.5360066343482173,1.5144676748428734,0.021538959505343902,1.1700022847547826,1.1480371719956328,0.021965112759149807,1.083160184109188,1.0760257899953138,0.007134394113874176,0.911881023385455,0.9222728035517026,-0.010391780166247644,0.9054319885392791,0.8944540372649807,0.010977951274298348,0.6956440607585325,0.6820862332005203,0.013557827558012159,1.0532661869012327,1.0434518774908341,0.009814309410398625,1.3737155789130306,1.3571229838196106,0.016592595093420037,4.8158362157911885,4.77423762710363,0.041598588687558724,4.748404354073999,4.723486412806134,0.02491794126786573
2000-05,4.749,3.215,2.968,2.465,2.437,2.013,2.875,4.006,124.88,111.19,1.5579340695669848,1.5360066343482173,0.0219274352187675,1.1678273576895826,1.1700022847547826,-0.0021749270652000607,1.087888325305134,1.083160184109188,0.00472814119594589,0.9021918074946533,0.911881023385455,-0.009689215890801628,0.8907677746430691,0.9054319885392791,-0.014664213896209977,0.6996261466576544,0.6956440607585325,0.003982085899121968,1.0560526742493137,1.0532661869012327,0.002786487348080957,1.3877932372436266,1.3737155789130306,0.014077658330595932,4.827353276207177,4.8158362157911885,0.011517060415988212,4.711240449715158,4.748404354073999,-0.03716390435884165
2000-06,4.779,3.261,2.949,2.526,2.443,2.008,2.902,4.09,123.3,110.16,1.5642313195960211,1.5579340695669848,0.006297250029036361,1.1820338968071822,1.1678273576895826,0.014206539117599615,1.0814661298331392,1.087888325305134,-0.0064221954719947405,0.9266370239282993,0.9021918074946533,0.024445216433645944,0.8932267922756034,0.8907677746430691,0.0024590176325343105,0.6971392018294827,0.6996261466576544,-0.002486944828171689,1.0654001544619962,1.0560526742493137,0.009347480212682502,1.4085449700547104,1.3877932372436266,0.02075173281108378,4.814620410170298,4.827353276207177,-0.012732866036878399,4.7019338544204,4.711240449715158,-0.009306595294757969
2000-07,4.91,3.269,2.859,2.588,2.5,2.019,2.932,4.067,115.85,106.67,1.5912739418064292,1.5642313195960211,0.027042622210408096,1.1844841277420737,1.1820338968071822,0.0024502309348914952,1.0504719133401748,1.0814661298331392,-0.03099421649296441,0.9508853766386541,0.9266370239282993,0.02424835271035486,0.9162907318741551,0.8932267922756034,0.023063939598551686,0.7026023393307005,0.6971392018294827,0.005463137501217741,1.075684784024405,1.0654001544619962,0.010284629562408831,1.4029056269250875,1.4085449700547104,-0.005639343129622887,4.752296250878385,4.814620410170298,-0.06232415929191326,4.669739956637391,4.7019338544204,-0.032193897783008296
2000-08,4.947,3.288,2.925,2.506,2.522,2.045,2.896,4.099,111.2,106.59,1.5987813322455715,1.5912739418064292,0.007507390439142281,1.1902794771939333,1.1844841277420737,0.005795349451859666,1.0732944806838198,1.0504719133401748,0.022822567343645073,0.9186878564738765,0.9508853766386541,-0.032197520164777615,0.9250522375427277,0.9162907318741551,0.008761505668572589,0.7153977894947651,0.7026023393307005,0.012795450164064581,1.06333047452347,1.075684784024405,-0.012354309500935079,1.4107430415222006,1.4029056269250875,0.00783741459711318,4.711330381816482,4.752296250878385,-0.04096586906190325,4.668989698701045,4.669739956637391,-0.0007502579363460882
2000-09,4.902,3.258,2.995,2.567,2.501,2.035,2.937,4.112,108.68,102.08,1.5896432851059208,1.5987813322455715,-0.009138047139650718,1.1811135101798533,1.1902794771939333,-0.009165967014080012,1.0969442315674127,1.0732944806838198,0.02364975088359289,0.9427379018890034,0.9186878564738765,0.024050045415126897,0.9166906518954819,0.9250522375427277,-0.008361585647245762,0.7104958188945584,0.7153977894947651,-0.004901970600206695,1.077388652216483,1.06333047452347,0.014058177693013096,1.413909528152864,1.4107430415222006,0.0031664866306633233,4.688407784558147,4.711330381816482,-0.022922597258334676,4.6257568195964796,4.668989698701045,-0.04323287910456575
2000-10,4.78,3.218,2.95,2.562,2.47,2.025,2.917,4.044,112.58,102.02,1.5644405465033646,1.5896432851059208,-0.025202738602556174,1.1687600485701914,1.1811135101798533,-0.012353461609661887,1.0818051703517284,1.0969442315674127,-0.015139061215684313,0.9407882034745424,0.9427379018890034,-0.0019496984144610208,0.9042181506398859,0.9166906518954819,-0.012472501255596069,0.7055697005585024,0.7104958188945584,-0.00492611833605594,1.0705556908855842,1.077388652216483,-0.006832961330898835,1.397234301158225,1.413909528152864,-0.01667522699463908,4.7236640800358805,4.688407784558147,0.035256295477733346,4.625168872494781,4.6257568195964796,-0.0005879471016987381
